group,step,hypoglycemia_medical,hypoglycemia_any,amputation,macroalbuminuria,microalbuminuria,blindness,ulcer,mi,stroke,chf,angina,dialysis,egfr_60,egfr_30,revasc,neurop,laser_retina,death,intervention,count_surviving
non-intervention--0001,3,124,33,5,89,353,71,90,69,30,15,47,10,113,17,136,979,89,164,0,9526
non-intervention--0001,4,124,40,4,85,343,75,89,76,41,10,58,2,99,13,137,902,100,175,0,9351
non-intervention--0001,5,125,39,4,72,341,95,96,62,36,19,64,8,108,20,125,756,105,173,0,9178
non-intervention--0001,6,122,40,6,74,282,87,107,62,38,22,67,8,130,12,129,684,86,213,0,8965
non-intervention--0001,7,143,43,6,104,291,75,90,65,37,17,56,13,130,10,111,600,93,217,0,8748
non-intervention--0001,8,127,50,5,99,317,94,83,78,39,33,52,8,104,26,123,528,78,207,0,8541
non-intervention--0001,9,137,61,3,111,268,83,90,69,44,38,63,9,144,19,109,465,86,231,0,8310
non-intervention--0001,10,137,41,6,109,235,88,99,63,38,35,60,13,141,14,112,399,107,235,0,8075
non-intervention--0001,11,123,51,8,115,226,98,97,60,36,40,48,14,133,20,124,314,84,263,0,7812
non-intervention--0001,12,120,49,2,105,231,106,90,59,33,30,54,12,142,25,95,245,68,249,0,7563
non-intervention--0001,13,117,55,5,111,231,106,84,65,35,44,50,20,140,24,129,234,86,273,0,7290
non-intervention--0001,14,107,45,7,110,192,89,99,63,33,39,64,20,132,19,118,186,89,269,0,7021
non-intervention--0001,15,112,47,9,123,202,94,77,70,40,49,57,21,129,26,104,166,58,288,0,6733
non-intervention--0001,16,107,47,3,105,198,102,114,57,28,50,44,19,125,23,100,157,90,331,0,6402
non-intervention--0001,17,115,50,5,131,168,88,101,56,34,51,47,18,133,30,95,143,81,334,0,6068
non-intervention--0001,18,107,38,9,105,150,93,84,53,33,43,55,22,108,25,102,105,79,328,0,5740
non-intervention--0001,19,107,60,2,130,117,100,89,59,37,51,52,18,123,37,107,102,76,318,0,5422
non-intervention--0001,20,113,50,4,113,141,97,99,70,39,47,37,17,138,28,102,82,81,342,0,5080
non-intervention--0001,21,102,45,10,114,125,66,93,62,28,41,41,27,118,34,103,70,66,326,0,4754
non-intervention--0001,22,114,58,9,118,115,82,94,50,45,59,30,20,109,27,107,59,80,368,0,4386
non-intervention--0001,23,97,57,8,107,123,101,104,67,40,61,47,28,98,29,89,51,58,301,0,4085
non-intervention--0001,24,93,68,6,110,109,89,82,68,28,46,40,23,94,31,97,41,59,319,0,3766
non-intervention--0001,25,100,63,7,114,102,89,97,55,36,74,26,27,118,19,89,43,76,364,0,3402
non-intervention--0001,26,101,56,8,102,101,75,95,52,34,47,28,23,81,38,88,31,80,333,0,3069
non-intervention--0001,27,114,47,6,119,80,80,91,51,35,48,42,20,79,33,97,27,54,303,0,2766
non-intervention--0001,28,94,39,13,95,57,83,78,55,36,52,34,22,68,35,103,31,71,342,0,2424
non-intervention--0001,29,109,46,14,123,91,80,98,58,24,56,43,20,92,34,106,21,69,308,0,2116
non-intervention--0001,30,98,55,10,112,79,60,95,55,19,58,36,21,81,32,99,14,67,279,0,1837
non-intervention--0001,31,112,54,11,102,60,62,73,61,39,62,30,18,94,51,98,19,41,252,0,1585
non-intervention--0001,32,94,59,15,120,35,75,82,32,41,55,33,17,84,47,93,9,55,238,0,1347
non-intervention--0001,33,105,44,8,94,50,62,91,43,33,59,28,21,73,42,81,5,63,246,0,1101
non-intervention--0001,34,83,53,4,88,43,71,84,56,34,64,28,28,68,28,89,13,51,167,0,934
non-intervention--0001,35,90,55,6,90,56,57,83,36,36,76,32,14,55,40,91,6,72,176,0,758
non-intervention--0001,36,78,58,13,77,48,62,77,43,39,56,26,22,61,41,72,10,52,139,0,619
non-intervention--0001,37,102,47,7,88,47,69,69,38,28,57,34,29,59,42,82,10,46,115,0,504
non-intervention--0001,38,73,47,8,91,30,60,78,32,26,55,31,22,48,36,102,4,42,116,0,388
non-intervention--0001,39,88,43,6,77,47,52,74,50,38,68,25,22,48,35,70,3,38,388,0,0
